ds,item id,ingredient,y
2022-02-23,2.08677E+13,Costa Rica,0.89
2022-02-23,2.08677E+13,DCF Colombia,0.89
2022-02-23,2.08677E+13,Colombia,0.89
2022-02-24,0851234006500-AL,Colombia,0.59
2022-02-24,0851234006500-AL,Costa Rica,0.59
2022-02-24,0851234006500-AL,Sumatra,0.59
2022-02-24,0851234006500-AL,Ethiopia,0.59
2022-02-25,0851234006408-AL,Colombia,175.68
2022-02-25,0851234006408-AL,Colombia,183
2022-02-25,0851234006408-AL,Colombia,256.2
2022-02-25,0851234006187-AL,Costa Rica,2.13
2022-02-25,0851234006408-AL,Colombia,43.92
2022-02-25,0851234006408-AL,Colombia,117.12
2022-02-25,0851234006500-AL,Colombia,1.18
2022-02-25,0851234006500-AL,Costa Rica,1.18
2022-02-25,0851234006500-AL,Sumatra,1.18
2022-02-25,0851234006500-AL,Ethiopia,1.18
2022-02-25,0851234006170-AL,Sumatra,4.26
2022-02-25,0851234006163-AL,Ethiopia,4.26
2022-02-25,0851234006408-AL,Colombia,29.28
2022-02-25,0851234006159-AL,Colombia,4.26
2022-02-25,0851234006187-AL,Costa Rica,4.26
2022-02-25,0851234006500-AL,Colombia,1.18
2022-02-25,0851234006500-AL,Costa Rica,1.18
2022-02-25,0851234006500-AL,Sumatra,1.18
2022-02-25,0851234006500-AL,Ethiopia,1.18
2022-02-28,2.08677E+13,Colombia,0.89
2022-02-28,2.08677E+13,Costa Rica,0.89
2022-02-28,0851234006500-AL,Colombia,0.59
2022-02-28,0851234006500-AL,Costa Rica,0.59
2022-02-28,0851234006500-AL,Sumatra,0.59
2022-02-28,0851234006500-AL,Ethiopia,0.59
2022-02-28,10851234006811-AL,Colombia,3.9
2022-03-01,2.08677E+13,Colombia,0.89
2022-03-02,10851234006811-AL,Colombia,39
2022-03-03,0851234006500-AL,Colombia,3.54
2022-03-03,0851234006500-AL,Costa Rica,3.54
2022-03-03,0851234006500-AL,Sumatra,3.54
2022-03-03,0851234006500-AL,Ethiopia,3.54
2022-03-03,2.08677E+13,Colombia,0.89
2022-03-03,0851234006500-AL,Colombia,0.59
2022-03-03,0851234006500-AL,Costa Rica,0.59
2022-03-03,0851234006500-AL,Sumatra,0.59
2022-03-03,0851234006500-AL,Ethiopia,0.59
2022-03-03,0851234006187-AL,Costa Rica,2.13
2022-03-03,0851234006500-AL,Colombia,0.59
2022-03-03,0851234006500-AL,Costa Rica,0.59
2022-03-03,0851234006500-AL,Sumatra,0.59
2022-03-03,0851234006500-AL,Ethiopia,0.59
2022-03-04,2.08677E+13,Costa Rica,133.5
2022-03-04,2.08677E+13,Colombia,133.5
2022-03-04,0851234006408-AL,Colombia,1676.28
2022-03-04,2.08677E+13,DCF Colombia,89
2022-03-04,00850029152033,Colombia,488
2022-03-04,0851234006187-AL,Costa Rica,357.84
2022-03-04,0851234006159-AL,Colombia,204.48
2022-03-04,0851234006500-AL,Colombia,75.52
2022-03-04,0851234006500-AL,Costa Rica,75.52
2022-03-04,0851234006500-AL,Sumatra,75.52
2022-03-04,0851234006500-AL,Ethiopia,75.52
2022-03-04,10851234006828-AL,Costa Rica,17.04
2022-03-04,10851234006828-AL,Sumatra,17.04
2022-03-04,10851234006828-AL,Ethiopia,17.04
2022-03-04,00850029152040,Costa Rica,244
2022-03-04,0851234006170-AL,Sumatra,153.35999999999999
2022-03-04,0851234006500-AL,Colombia,1.18
2022-03-04,0851234006500-AL,Costa Rica,1.18
2022-03-04,0851234006500-AL,Sumatra,1.18
2022-03-04,0851234006500-AL,Ethiopia,1.18
2022-03-07,00850029152033,Colombia,4.88
2022-03-07,00850029152101,Costa Rica,1.63
2022-03-07,00850029152101,Sumatra,1.63
2022-03-07,00850029152101,Ethiopia,1.63
2022-03-07,00850029152040,Costa Rica,4.88
2022-03-07,10851234006828-AL,Costa Rica,1.42
2022-03-07,10851234006828-AL,Sumatra,1.42
2022-03-07,10851234006828-AL,Ethiopia,1.42
2022-03-07,10851234006828-AL,Costa Rica,0.71
2022-03-07,10851234006828-AL,Sumatra,0.71
2022-03-07,10851234006828-AL,Ethiopia,0.71
2022-03-09,0851234006163-AL,Ethiopia,4.26
2022-03-09,0851234006500-AL,Colombia,0.59
2022-03-09,0851234006500-AL,Costa Rica,0.59
2022-03-09,0851234006500-AL,Sumatra,0.59
2022-03-09,0851234006500-AL,Ethiopia,0.59
2022-03-09,0851234006500-AL,Colombia,1.18
2022-03-09,0851234006500-AL,Costa Rica,1.18
2022-03-09,0851234006500-AL,Sumatra,1.18
2022-03-09,0851234006500-AL,Ethiopia,1.18
2022-03-10,851234006364-AL,Colombia,2.15
2022-03-10,10851234006828-AL,Costa Rica,0.71
2022-03-10,10851234006828-AL,Sumatra,0.71
2022-03-10,10851234006828-AL,Ethiopia,0.71
2022-03-15,0851234006500-AL,Colombia,0.59
2022-03-15,0851234006500-AL,Costa Rica,0.59
2022-03-15,0851234006500-AL,Sumatra,0.59
2022-03-15,0851234006500-AL,Ethiopia,0.59
2022-03-16,0851234006408-AL,Colombia,73.2
2022-03-16,0851234006408-AL,Colombia,585.6
2022-03-16,0851234006408-AL,Colombia,153.72
2022-03-16,0851234006408-AL,Colombia,73.2
2022-03-16,2.08677E+13,Costa Rica,0.89
2022-03-16,2.08677E+13,Colombia,0.89
2022-03-16,0851234006187-AL,Costa Rica,2.13
2022-03-16,00850029152101,Costa Rica,3.26
2022-03-16,00850029152101,Sumatra,3.26
2022-03-16,00850029152101,Ethiopia,3.26
2022-03-17,0851234006408-AL,Colombia,1105.32
2022-03-21,0851234006500-AL,Colombia,0.59
2022-03-21,0851234006500-AL,Costa Rica,0.59
2022-03-21,0851234006500-AL,Sumatra,0.59
2022-03-21,0851234006500-AL,Ethiopia,0.59
2022-03-21,0851234006500-AL,Colombia,0.59
2022-03-21,0851234006500-AL,Costa Rica,0.59
2022-03-21,0851234006500-AL,Sumatra,0.59
2022-03-21,0851234006500-AL,Ethiopia,0.59
2022-03-22,0851234006408-AL,Colombia,73.2
2022-03-22,0851234006408-AL,Colombia,285.48
2022-03-23,00850029152033,Colombia,488
2022-03-23,10851234006811-AL,Colombia,124.8
2022-03-23,0851234006159-AL,Colombia,460.08
2022-03-23,0851234006187-AL,Costa Rica,715.68
2022-03-23,00850029152040,Costa Rica,244
2022-03-23,0851234006408-AL,Colombia,1098
2022-03-23,2.08677E+13,DCF Colombia,44.5
2022-03-23,2.08677E+13,Costa Rica,133.5
2022-03-23,2.08677E+13,Colombia,267
2022-03-23,0851234006170-AL,Sumatra,489.9
2022-03-23,10851234006828-AL,Costa Rica,17.04
2022-03-23,10851234006828-AL,Sumatra,17.04
2022-03-23,10851234006828-AL,Ethiopia,17.04
2022-03-23,0851234006500-AL,Colombia,141.6
2022-03-23,0851234006500-AL,Costa Rica,141.6
2022-03-23,0851234006500-AL,Sumatra,141.6
2022-03-23,0851234006500-AL,Ethiopia,141.6
2022-03-23,0851234006408-AL,Colombia,292.8
2022-03-23,00850029152040,Costa Rica,2.44
2022-03-23,00850029152033,Colombia,2.44
2022-03-23,00850029152040,Costa Rica,4.88
2022-03-23,00850029152033,Colombia,4.88
2022-03-24,0851234006408-AL,Colombia,14.64
2022-03-24,0851234006500-AL,Colombia,0.59
2022-03-24,0851234006500-AL,Costa Rica,0.59
2022-03-24,0851234006500-AL,Sumatra,0.59
2022-03-24,0851234006500-AL,Ethiopia,0.59
2022-03-25,0851234006408-AL,Colombia,1061.4
2022-03-29,0851234006500-AL,Colombia,0.59
2022-03-29,0851234006500-AL,Costa Rica,0.59
2022-03-29,0851234006500-AL,Sumatra,0.59
2022-03-29,0851234006500-AL,Ethiopia,0.59
2022-03-31,0851234006500-AL,Colombia,0.59
2022-03-31,0851234006500-AL,Costa Rica,0.59
2022-03-31,0851234006500-AL,Sumatra,0.59
2022-03-31,0851234006500-AL,Ethiopia,0.59
2022-03-31,0851234006187-AL,Costa Rica,2.13
2022-03-31,0851234006163-AL,Ethiopia,2.13
2022-03-31,0851234006408-AL,Colombia,14.64
2022-03-31,0851234006163-AL,Ethiopia,2.13
2022-03-31,0851234006159-AL,Colombia,2.13
2022-03-31,0851234006187-AL,Costa Rica,2.13
2022-03-31,2.08677E+13,Costa Rica,0.89
2022-04-01,0851234006408-AL,Colombia,1024.8
2022-04-01,0851234006500-AL,Colombia,0.59
2022-04-01,0851234006500-AL,Costa Rica,0.59
2022-04-01,0851234006500-AL,Sumatra,0.59
2022-04-01,0851234006500-AL,Ethiopia,0.59
2022-04-01,2.08677E+13,Costa Rica,0.5874
2022-04-01,2.08677E+13,Costa Rica,5.34
2022-04-04,0851234006408-AL,Colombia,58.56
2022-04-05,0851234006187-AL,Costa Rica,2.13
2022-04-05,2.08677E+13,Costa Rica,0.89
2022-04-05,0851234006159-AL,Colombia,2.13
2022-04-05,0851234006163-AL,Ethiopia,2.13
2022-04-05,2.08677E+13,Colombia,0.89
2022-04-05,0851234006170-AL,Sumatra,2.13
2022-04-05,2.08677E+13,Costa Rica,0.89
2022-04-05,2.08677E+13,Colombia,0.89
2022-04-05,0851234006163-AL,Ethiopia,2.13
2022-04-05,2.08677E+13,DCF Colombia,0.89
2022-04-05,0851234006408-AL,Colombia,300.12
2022-04-06,2.08677E+13,Colombia,0.89
2022-04-06,2.08677E+13,Costa Rica,0.89
2022-04-06,0851234006408-AL,Colombia,95.16
2022-04-06,2.08677E+13,Colombia,0.89
2022-04-07,0851234006500-AL,Colombia,3.54
2022-04-07,0851234006500-AL,Costa Rica,3.54
2022-04-07,0851234006500-AL,Sumatra,3.54
2022-04-07,0851234006500-AL,Ethiopia,3.54
2022-04-07,851234006194-AL,Colombia,5.82
2022-04-08,0851234006408-AL,Colombia,351.36
2022-04-08,10851234006828-AL,Costa Rica,0.71
2022-04-08,10851234006828-AL,Sumatra,0.71
2022-04-08,10851234006828-AL,Ethiopia,0.71
2022-04-08,0851234006187-AL,Costa Rica,2.13
2022-04-08,0851234006408-AL,Colombia,7.32
2022-04-08,0851234006500-AL,Colombia,1.18
2022-04-08,0851234006500-AL,Costa Rica,1.18
2022-04-08,0851234006500-AL,Sumatra,1.18
2022-04-08,0851234006500-AL,Ethiopia,1.18
2022-04-08,00850029152040,Costa Rica,9.76
2022-04-08,0851234006500-AL,Colombia,1.18
2022-04-08,0851234006500-AL,Costa Rica,1.18
2022-04-08,0851234006500-AL,Sumatra,1.18
2022-04-08,0851234006500-AL,Ethiopia,1.18
2022-04-11,0851234006408-AL,Colombia,58.56
2022-04-12,0851234006500-AL,Colombia,0.59
2022-04-12,0851234006500-AL,Costa Rica,0.59
2022-04-12,0851234006500-AL,Sumatra,0.59
2022-04-12,0851234006500-AL,Ethiopia,0.59
2022-04-13,0851234006408-AL,Colombia,322.08000000000004
2022-04-13,0851234006500-AL,Colombia,0.59
2022-04-13,0851234006500-AL,Costa Rica,0.59
2022-04-13,0851234006500-AL,Sumatra,0.59
2022-04-13,0851234006500-AL,Ethiopia,0.59
2022-04-13,0851234006500-AL,Colombia,0.59
2022-04-13,0851234006500-AL,Costa Rica,0.59
2022-04-13,0851234006500-AL,Sumatra,0.59
2022-04-13,0851234006500-AL,Ethiopia,0.59
2022-04-13,0851234006500-AL,Colombia,0.59
2022-04-13,0851234006500-AL,Costa Rica,0.59
2022-04-13,0851234006500-AL,Sumatra,0.59
2022-04-13,0851234006500-AL,Ethiopia,0.59
2022-04-13,0851234006408-AL,Colombia,314.76
2022-04-13,0851234006170-AL,Sumatra,2.13
2022-04-13,0851234006500-AL,Colombia,0.59
2022-04-13,0851234006500-AL,Costa Rica,0.59
2022-04-13,0851234006500-AL,Sumatra,0.59
2022-04-13,0851234006500-AL,Ethiopia,0.59
2022-04-13,0851234006500-AL,Colombia,0.59
2022-04-13,0851234006500-AL,Costa Rica,0.59
2022-04-13,0851234006500-AL,Sumatra,0.59
2022-04-13,0851234006500-AL,Ethiopia,0.59
2022-04-14,10851234006828-AL,Costa Rica,0.2343
2022-04-14,10851234006828-AL,Sumatra,0.2343
2022-04-14,10851234006828-AL,Ethiopia,0.2343
2022-04-14,0851234006159-AL,Colombia,0.7029
2022-04-14,0851234006187-AL,Costa Rica,0.7029
2022-04-14,2.08677E+13,Colombia,0.89
2022-04-14,2.08677E+13,Costa Rica,0.89
2022-04-14,2.08677E+13,DCF Colombia,0.89
2022-04-20,0851234006408-AL,Colombia,95.16
2022-04-20,0851234006408-AL,Colombia,58.56
2022-04-21,0851234006408-AL,Colombia,292.8
2022-04-21,0851234006408-AL,Colombia,300.12
2022-04-21,0851234006187-AL,Costa Rica,4.26
2022-04-22,2.08677E+13,DCF Colombia,89
2022-04-22,00850029152040,Costa Rica,244
2022-04-22,2.08677E+13,Costa Rica,133.5
2022-04-22,2.08677E+13,Colombia,133.5
2022-04-22,0851234006187-AL,Costa Rica,715.68
2022-04-22,0851234006500-AL,Colombia,70.8
2022-04-22,0851234006500-AL,Costa Rica,70.8
2022-04-22,0851234006500-AL,Sumatra,70.8
2022-04-22,0851234006500-AL,Ethiopia,70.8
2022-04-22,0851234006408-AL,Colombia,2196
2022-04-22,0851234006159-AL,Colombia,511.2
2022-04-22,00850029152033,Colombia,732
2022-04-22,0851234006170-AL,Sumatra,511.2
2022-04-22,0851234006408-AL,Colombia,226.92000000000002
2022-04-22,0851234006500-AL,Colombia,0.59
2022-04-22,0851234006500-AL,Costa Rica,0.59
2022-04-22,0851234006500-AL,Sumatra,0.59
2022-04-22,0851234006500-AL,Ethiopia,0.59
2022-04-22,2.08677E+13,Colombia,0.89
2022-04-22,2.08677E+13,Costa Rica,0.89
2022-04-22,0851234006408-AL,Colombia,226.92000000000002
2022-04-25,0851234006500-AL,Colombia,0.59
2022-04-25,0851234006500-AL,Costa Rica,0.59
2022-04-25,0851234006500-AL,Sumatra,0.59
2022-04-25,0851234006500-AL,Ethiopia,0.59
2022-04-25,2.08677E+13,Colombia,0.89
2022-04-25,0851234006187-AL,Costa Rica,2.13
2022-04-25,0851234006170-AL,Sumatra,2.13
2022-04-25,0851234006159-AL,Colombia,2.13
2022-04-26,0851234006408-AL,Colombia,219.60000000000002
2022-04-27,0851234006163-AL,Ethiopia,6.39
2022-04-27,0851234006408-AL,Colombia,270.84000000000003
2022-04-27,0851234006408-AL,Colombia,139.08
2022-04-27,2.08677E+13,Colombia,0.2937
2022-04-27,0851234006408-AL,Colombia,2.4156000000000004
2022-04-27,00850029152040,Costa Rica,4.88
2022-04-27,0851234006500-AL,Colombia,1.18
2022-04-27,0851234006500-AL,Costa Rica,1.18
2022-04-27,0851234006500-AL,Sumatra,1.18
2022-04-27,0851234006500-AL,Ethiopia,1.18
2022-04-27,10851234006811-AL,Colombia,1.287
2022-04-27,2.08677E+13,Costa Rica,0.2937
2022-04-27,00850029152033,Colombia,4.88
2022-04-27,0851234006187-AL,Costa Rica,0.7029
2022-04-27,0851234006159-AL,Colombia,0.7029
2022-04-27,0851234006170-AL,Sumatra,0.7029
2022-04-27,10851234006828-AL,Costa Rica,0.2343
2022-04-27,10851234006828-AL,Sumatra,0.2343
2022-04-27,10851234006828-AL,Ethiopia,0.2343
2022-04-27,2.08677E+13,DCF Colombia,0.2937
2022-04-28,0851234006500-AL,Colombia,0.59
2022-04-28,0851234006500-AL,Costa Rica,0.59
2022-04-28,0851234006500-AL,Sumatra,0.59
2022-04-28,0851234006500-AL,Ethiopia,0.59
2022-04-29,0851234006408-AL,Colombia,153.72
2022-04-29,10851234006828-AL,Costa Rica,0.71
2022-04-29,10851234006828-AL,Sumatra,0.71
2022-04-29,10851234006828-AL,Ethiopia,0.71
2022-04-29,0851234006408-AL,Colombia,43.92
2022-04-29,0851234006500-AL,Colombia,0.59
2022-04-29,0851234006500-AL,Costa Rica,0.59
2022-04-29,0851234006500-AL,Sumatra,0.59
2022-04-29,0851234006500-AL,Ethiopia,0.59
2022-05-02,0851234006500-AL,Colombia,0.59
2022-05-02,0851234006500-AL,Costa Rica,0.59
2022-05-02,0851234006500-AL,Sumatra,0.59
2022-05-02,0851234006500-AL,Ethiopia,0.59
2022-05-03,0851234006408-AL,Colombia,190.32
2022-05-04,0851234006187-AL,Costa Rica,2.13
2022-05-05,10851234006828-AL,Costa Rica,0.71
2022-05-05,10851234006828-AL,Sumatra,0.71
2022-05-05,10851234006828-AL,Ethiopia,0.71
2022-05-05,2.08677E+13,DCF Colombia,0.89
2022-05-05,2.08677E+13,Colombia,1.78
2022-05-05,2.08677E+13,Costa Rica,0.89
2022-05-06,0851234006408-AL,Colombia,7.32
2022-05-06,2.08677E+13,Colombia,0.89
2022-05-06,2.08677E+13,Costa Rica,0.89
2022-05-06,2.08677E+13,DCF Colombia,0.89
2022-05-06,2.08677E+13,Colombia,0.89
2022-05-06,0851234006408-AL,Colombia,7.32
2022-05-06,2.08677E+13,Costa Rica,0.89
2022-05-06,2.08677E+13,DCF Colombia,0.89
2022-05-09,0851234006408-AL,Colombia,131.76
2022-05-09,0851234006187-AL,Costa Rica,2.13
2022-05-09,0851234006163-AL,Ethiopia,2.13
2022-05-09,0851234006500-AL,Colombia,0.59
2022-05-09,0851234006500-AL,Costa Rica,0.59
2022-05-09,0851234006500-AL,Sumatra,0.59
2022-05-09,0851234006500-AL,Ethiopia,0.59
2022-05-11,10851234006828-AL,Costa Rica,17.04
2022-05-11,10851234006828-AL,Sumatra,17.04
2022-05-11,10851234006828-AL,Ethiopia,17.04
2022-05-11,00850029152040,Costa Rica,244
2022-05-11,0851234006187-AL,Costa Rica,715.68
2022-05-11,2.08677E+13,Colombia,267
2022-05-11,10851234006811-AL,Colombia,62.4
2022-05-11,0851234006408-AL,Colombia,1098
2022-05-11,2.08677E+13,DCF Colombia,133.5
2022-05-11,00850029152033,Colombia,732
2022-05-11,0851234006500-AL,Colombia,141.6
2022-05-11,0851234006500-AL,Costa Rica,141.6
2022-05-11,0851234006500-AL,Sumatra,141.6
2022-05-11,0851234006500-AL,Ethiopia,141.6
2022-05-11,0851234006159-AL,Colombia,562.3199999999999
2022-05-11,0851234006170-AL,Sumatra,460.08
2022-05-11,2.08677E+13,Costa Rica,267
2022-05-11,0851234006500-AL,Colombia,0.59
2022-05-11,0851234006500-AL,Costa Rica,0.59
2022-05-11,0851234006500-AL,Sumatra,0.59
2022-05-11,0851234006500-AL,Ethiopia,0.59
2022-05-11,0851234006500-AL,Colombia,0.59
2022-05-11,0851234006500-AL,Costa Rica,0.59
2022-05-11,0851234006500-AL,Sumatra,0.59
2022-05-11,0851234006500-AL,Ethiopia,0.59
2022-05-12,0851234006187-AL,Costa Rica,2.13
2022-05-12,0851234006500-AL,Colombia,0.59
2022-05-12,0851234006500-AL,Costa Rica,0.59
2022-05-12,0851234006500-AL,Sumatra,0.59
2022-05-12,0851234006500-AL,Ethiopia,0.59
2022-05-12,0851234006159-AL,Colombia,2.13
2022-05-12,0851234006187-AL,Costa Rica,2.13
2022-05-13,0851234006163-AL,Ethiopia,2.13
2022-05-16,0851234006500-AL,Colombia,5.8999999999999995
2022-05-16,0851234006500-AL,Costa Rica,5.8999999999999995
2022-05-16,0851234006500-AL,Sumatra,5.8999999999999995
2022-05-16,0851234006500-AL,Ethiopia,5.8999999999999995
2022-05-17,0851234006170-AL,Sumatra,2.13
2022-05-17,0851234006500-AL,Colombia,0.59
2022-05-17,0851234006500-AL,Costa Rica,0.59
2022-05-17,0851234006500-AL,Sumatra,0.59
2022-05-17,0851234006500-AL,Ethiopia,0.59
2022-05-17,0851234006500-AL,Colombia,0.59
2022-05-17,0851234006500-AL,Costa Rica,0.59
2022-05-17,0851234006500-AL,Sumatra,0.59
2022-05-17,0851234006500-AL,Ethiopia,0.59
2022-05-18,0851234006170-AL,Sumatra,2.13
2022-05-18,0851234006187-AL,Costa Rica,2.13
2022-05-18,0851234006500-AL,Colombia,0.59
2022-05-18,0851234006500-AL,Costa Rica,0.59
2022-05-18,0851234006500-AL,Sumatra,0.59
2022-05-18,0851234006500-AL,Ethiopia,0.59
2022-05-20,0851234006500-AL,Colombia,0.59
2022-05-20,0851234006500-AL,Costa Rica,0.59
2022-05-20,0851234006500-AL,Sumatra,0.59
2022-05-20,0851234006500-AL,Ethiopia,0.59
2022-05-23,0851234006500-AL,Colombia,0.59
2022-05-23,0851234006500-AL,Costa Rica,0.59
2022-05-23,0851234006500-AL,Sumatra,0.59
2022-05-23,0851234006500-AL,Ethiopia,0.59
2022-05-23,0851234006500-AL,Colombia,0.59
2022-05-23,0851234006500-AL,Costa Rica,0.59
2022-05-23,0851234006500-AL,Sumatra,0.59
2022-05-23,0851234006500-AL,Ethiopia,0.59
2022-05-24,0851234006170-AL,Sumatra,2.13
2022-05-25,0851234006408-AL,Colombia,29.28
2022-05-25,0851234006408-AL,Colombia,109.80000000000001
2022-05-25,0851234006408-AL,Colombia,131.76
2022-05-26,0851234006408-AL,Colombia,102.48
2022-05-26,0851234006408-AL,Colombia,21.96
2022-05-26,0851234006408-AL,Colombia,204.96
2022-05-27,0851234006500-AL,Colombia,1.18
2022-05-27,0851234006500-AL,Costa Rica,1.18
2022-05-27,0851234006500-AL,Sumatra,1.18
2022-05-27,0851234006500-AL,Ethiopia,1.18
2022-05-27,0851234006500-AL,Colombia,0.59
2022-05-27,0851234006500-AL,Costa Rica,0.59
2022-05-27,0851234006500-AL,Sumatra,0.59
2022-05-27,0851234006500-AL,Ethiopia,0.59
2022-05-31,0851234006187-AL,Costa Rica,2.13
2022-05-31,00850029152033,Colombia,9.76
2022-05-31,0851234006500-AL,Colombia,0.59
2022-05-31,0851234006500-AL,Costa Rica,0.59
2022-05-31,0851234006500-AL,Sumatra,0.59
2022-05-31,0851234006500-AL,Ethiopia,0.59
2022-05-31,2.08677E+13,DCF Colombia,0.89
2022-05-31,00850029152033,Colombia,9.76
2022-05-31,00850029152040,Costa Rica,9.76
2022-05-31,00850029152033,Colombia,-9.76
2022-05-31,00850029152040,Costa Rica,-9.76
2022-06-03,0851234006500-AL,Colombia,0.59
2022-06-03,0851234006500-AL,Costa Rica,0.59
2022-06-03,0851234006500-AL,Sumatra,0.59
2022-06-03,0851234006500-AL,Ethiopia,0.59
2022-06-03,0851234006408-AL,Colombia,131.76
2022-06-03,2.08677E+13,Colombia,0.89
2022-06-03,0851234006408-AL,Colombia,36.6
2022-06-03,0851234006408-AL,Colombia,14.64
2022-06-03,00850029152040,Costa Rica,4.88
2022-06-06,00850029152040,Costa Rica,244
2022-06-06,0851234006408-AL,Colombia,1098
2022-06-06,0851234006500-AL,Colombia,70.8
2022-06-06,0851234006500-AL,Costa Rica,70.8
2022-06-06,0851234006500-AL,Sumatra,70.8
2022-06-06,0851234006500-AL,Ethiopia,70.8
2022-06-06,10851234006828-AL,Costa Rica,34.08
2022-06-06,10851234006828-AL,Sumatra,34.08
2022-06-06,10851234006828-AL,Ethiopia,34.08
2022-06-06,00850029152033,Colombia,488
2022-06-06,0851234006170-AL,Sumatra,102.24
2022-06-06,2.08677E+13,Costa Rica,133.5
2022-06-06,0851234006159-AL,Colombia,51.12
2022-06-06,2.08677E+13,Colombia,133.5
2022-06-06,10851234006811-AL,Colombia,312
2022-06-06,00850029152033,Colombia,9.76
2022-06-06,00850029152101,Costa Rica,1.63
2022-06-06,00850029152101,Sumatra,1.63
2022-06-06,00850029152101,Ethiopia,1.63
2022-06-06,10851234006828-AL,Costa Rica,0.71
2022-06-06,10851234006828-AL,Sumatra,0.71
2022-06-06,10851234006828-AL,Ethiopia,0.71
2022-06-07,851234006194-AL,Colombia,3.88
2022-06-07,0851234006163-AL,Ethiopia,2.13
2022-06-07,2.08677E+13,DCF Colombia,0.89
2022-06-07,2.08677E+13,Colombia,0.89
2022-06-07,2.08677E+13,Costa Rica,0.89
2022-06-07,0851234006170-AL,Sumatra,4.26
2022-06-07,00850029152095,Ethiopia,9.76
2022-06-08,0851234006163-AL,Ethiopia,2.13
2022-06-08,2.08677E+13,Costa Rica,4.45
2022-06-08,10851234006828-AL,Costa Rica,0.71
2022-06-08,10851234006828-AL,Sumatra,0.71
2022-06-08,10851234006828-AL,Ethiopia,0.71
2022-06-09,0851234006408-AL,Colombia,168.36
2022-06-09,0851234006408-AL,Colombia,270.84000000000003
2022-06-09,0851234006408-AL,Colombia,95.16
2022-06-09,00850029152101,Costa Rica,1.63
2022-06-09,00850029152101,Sumatra,1.63
2022-06-09,00850029152101,Ethiopia,1.63
2022-06-10,0851234006408-AL,Colombia,183
2022-06-10,0851234006408-AL,Colombia,14.64
2022-06-10,0851234006500-AL,Colombia,1.18
2022-06-10,0851234006500-AL,Costa Rica,1.18
2022-06-10,0851234006500-AL,Sumatra,1.18
2022-06-10,0851234006500-AL,Ethiopia,1.18
2022-06-10,0851234006500-AL,Colombia,0.59
2022-06-10,0851234006500-AL,Costa Rica,0.59
2022-06-10,0851234006500-AL,Sumatra,0.59
2022-06-10,0851234006500-AL,Ethiopia,0.59
2022-06-14,00850029152033,Colombia,4.88
2022-06-14,0851234006408-AL,Colombia,29.28
2022-06-14,0851234006408-AL,Colombia,117.12
2022-06-14,0851234006408-AL,Colombia,131.76
2022-06-14,0851234006187-AL,Costa Rica,2.13
2022-06-14,10851234006828-AL,Costa Rica,0.71
2022-06-14,10851234006828-AL,Sumatra,0.71
2022-06-14,10851234006828-AL,Ethiopia,0.71
2022-06-14,10851234006828-AL,Costa Rica,1.42
2022-06-14,10851234006828-AL,Sumatra,1.42
2022-06-14,10851234006828-AL,Ethiopia,1.42
2022-06-14,2.08677E+13,Costa Rica,0.89
2022-06-14,2.08677E+13,Colombia,0.89
2022-06-14,0851234006500-AL,Colombia,1.77
2022-06-14,0851234006500-AL,Costa Rica,1.77
2022-06-14,0851234006500-AL,Sumatra,1.77
2022-06-14,0851234006500-AL,Ethiopia,1.77
2022-06-14,0851234006187-AL,Costa Rica,2.13
2022-06-15,0851234006500-AL,Colombia,0.59
2022-06-15,0851234006500-AL,Costa Rica,0.59
2022-06-15,0851234006500-AL,Sumatra,0.59
2022-06-15,0851234006500-AL,Ethiopia,0.59
2022-06-16,0851234006408-AL,Colombia,109.80000000000001
2022-06-16,0851234006408-AL,Colombia,51.24
2022-06-16,0851234006500-AL,Colombia,1.18
2022-06-16,0851234006500-AL,Costa Rica,1.18
2022-06-16,0851234006500-AL,Sumatra,1.18
2022-06-16,0851234006500-AL,Ethiopia,1.18
2022-06-17,2.08677E+13,Costa Rica,0.89
2022-06-17,0851234006159-AL,Colombia,2.13
2022-06-17,0851234006170-AL,Sumatra,2.13
2022-06-17,0851234006187-AL,Costa Rica,2.13
2022-06-17,2.08677E+13,DCF Colombia,0.89
2022-06-17,0851234006163-AL,Ethiopia,2.13
2022-06-20,0851234006159-AL,Colombia,2.13
2022-06-21,0851234006500-AL,Colombia,1.18
2022-06-21,0851234006500-AL,Costa Rica,1.18
2022-06-21,0851234006500-AL,Sumatra,1.18
2022-06-21,0851234006500-AL,Ethiopia,1.18
2022-06-21,0851234006500-AL,Colombia,0.59
2022-06-21,0851234006500-AL,Costa Rica,0.59
2022-06-21,0851234006500-AL,Sumatra,0.59
2022-06-21,0851234006500-AL,Ethiopia,0.59
2022-06-23,2.08677E+13,Colombia,267
2022-06-23,0851234006187-AL,Costa Rica,715.68
2022-06-23,00850029152033,Colombia,244
2022-06-23,2.08677E+13,Costa Rica,133.5
2022-06-23,0851234006500-AL,Colombia,70.8
2022-06-23,0851234006500-AL,Costa Rica,70.8
2022-06-23,0851234006500-AL,Sumatra,70.8
2022-06-23,0851234006500-AL,Ethiopia,70.8
2022-06-23,2.08677E+13,DCF Colombia,89
2022-06-23,0851234006408-AL,Colombia,1098
2022-06-23,00850029152040,Costa Rica,244
2022-06-23,0851234006159-AL,Colombia,102.24
2022-06-23,10851234006828-AL,Costa Rica,85.19999999999999
